5. MAÇ: Meksika 3 - 0 Çekya (24 Haziran 2026)							
🇲🇽 Meksika İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Jaloliddin Masharipov	0	0	0	0	60'	Sonradan	30 dk
Igor Sergeev	0	0	0	0	79'	Sonradan	11 dk
Zafarmurod Abdurakhmatov	0	0	0	0	79'	Sonradan	11 dk
Oston Urunov	0	0	0	0	85'	Sonradan	5 dk
							
5. MAÇ: Panama 0 - 2 İngiltere							
🇵🇦 Panama İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Orlando Mosquera (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
César Blackman	0	0	0	0	İlk 11	Maç Sonu	90 dk
José Córdoba	0	0	1 (41')	0	İlk 11	Maç Sonu	90 dk
Fidel Escobar	0	0	0	0	İlk 11	78'	78 dk
Andrés Andrade	0	0	0	0	İlk 11	Maç Sonu	90 dk
Eric Davis	0	0	0	0	İlk 11	Maç Sonu	90 dk
Adalberto Carrasquilla	0	0	0	0	İlk 11	Maç Sonu	90 dk
Aníbal Godoy	0	0	0	0	İlk 11	64'	64 dk
Édgar Yoel Bárcenas	0	0	0	0	İlk 11	72'	72 dk
José Luis Rodríguez	0	0	0	0	İlk 11	64'	64 dk
Cecilio Waterman	0	0	0	0	İlk 11	Maç Sonu	90 dk
Cristian Martínez	0	0	0	0	64'	Sonradan	26 dk
Ismael Díaz	0	0	0	0	64'	Sonradan	26 dk
Kahiser Lenis	0	0	0	0	72'	Sonradan	18 dk
Eduardo Guerrero	0	0	0	0	78'	Sonradan	12 dk
🏴 İngiltere İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Jordan Pickford (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Trent Alexander-Arnold	0	1	0	0	İlk 11	Maç Sonu	90 dk
John Stones	0	0	0	0	İlk 11	Maç Sonu	90 dk
Marc Guéhi	0	0	0	0	İlk 11	75'	75 dk
Kieran Trippier	0	0	0	0	İlk 11	Maç Sonu	90 dk
Declan Rice	0	0	0	0	İlk 11	Maç Sonu	90 dk
Jude Bellingham	1 (18')	0	0	0	İlk 11	80'	80 dk
Bukayo Saka	0	0	0	0	İlk 11	67'	67 dk
Phil Foden	0	1	0	0	İlk 11	67'	67 dk
Anthony Gordon	0	0	1 (35')	0	İlk 11	Maç Sonu	90 dk
Harry Kane	1 (58')	0	0	0	İlk 11	80'	80 dk
Cole Palmer	0	0	0	0	67'	Sonradan	23 dk
Jarrod Bowen	0	0	0	0	67'	Sonradan	23 dk
Ezri Konsa	0	0	0	0	75'	Sonradan	15 dk
Ollie Watkins	0	0	0	0	80'	Sonradan	10 dk
Kobbie Mainoo	0	0	0	0	80'	Sonradan	10 dk
							
⚽ 6. MAÇ: Hırvatistan 2 - 1 Gana							
🇭🇷 Hırvatistan İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Dominik Livaković (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Josip Stanišić	0	0	0	0	İlk 11	Maç Sonu	90 dk
Josip Šutalo	0	0	1 (68')	0	İlk 11	Maç Sonu	90 dk
Joško Gvardiol	0	0	0	0	İlk 11	Maç Sonu	90 dk
Borna Sosa	0	1	0	0	İlk 11	82'	82 dk
Marcelo Brozović	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mateo Kovačić	0	0	0	0	İlk 11	74'	74 dk
Luka Modrić	0	0	0	0	İlk 11	63'	63 dk
Lovro Majer	1 (14')	0	0	0	İlk 11	74'	74 dk
Andrej Kramarić	1 (41')	1	0	0	İlk 11	Maç Sonu	90 dk
Ivan Perişić	0	0	0	0	İlk 11	63'	63 dk
Mario Pašalić	0	0	0	0	63'	Sonradan	27 dk
Luka Ivanušec	0	0	0	0	63'	Sonradan	27 dk
Martin Baturina	0	0	0	0	74'	Sonradan	16 dk
Bruno Petković	0	0	0	0	74'	Sonradan	16 dk
Marin Pongračić	0	0	0	0	82'	Sonradan	8 dk
🇬🇭 Gana İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Lawrence Ati-Zigi (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Alidu Seidu	0	0	1 (55')	0	İlk 11	Maç Sonu	90 dk
Alexander Djiku	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohammed Salisu	0	0	0	0	İlk 11	Maç Sonu	90 dk
Gideon Mensah	0	0	0	0	İlk 11	79'	79 dk
Salis Abdul Samed	0	0	0	0	İlk 11	67'	67 dk
Thomas Partey	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ernest Nuamah	0	0	0	0	İlk 11	67'	67 dk
Mohammed Kudus	1 (51')	0	0	0	İlk 11	Maç Sonu	90 dk
Jordan Ayew	0	1	0	0	İlk 11	79'	79 dk
Iñaki Williams	0	0	0	0	İlk 11	Maç Sonu	90 dk
Elisha Owusu	0	0	0	0	67'	Sonradan	23 dk
Antoine Semenyo	0	0	0	0	67'	Sonradan	23 dk
Tariq Lamptey	0	0	0	0	79'	Sonradan	11 dk
Osman Bukari	0	0	0	0	79'	Sonradan	11 dk
