1. MAÇ: Meksika 2 - 0 Güney Afrika (11 Haziran 2026)
🇲🇽 Meksika İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Jordan Pickford (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Kyle Walker	0	0	0	0	İlk 11	Maç Sonu	90 dk
John Stones	0	0	0	0	İlk 11	Maç Sonu	90 dk
Harry Maguire	0	0	0	0	İlk 11	Maguier	82 dk
Luke Shaw	0	0	0	0	İlk 11	85'	85 dk
Kobbie Mainoo	0	0	0	0	İlk 11	67'	67 dk
Conor Gallagher	0	0	0	0	67'	Sonradan	23 dk
Cole Palmer	0	0	0	0	78'	Sonradan	12 dk
Anthony Gordon	0	0	0	0	78'	Sonradan	12 dk
Ollie Watkins	0	0	0	0	82'	Sonradan	8 dk
Kieran Trippier	0	0	0	0	85'	Sonradan	5 dk
🇭🇷 Hırvatistan İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Andrej Kramarić	1 (29')	0	0	0	İlk 11	75'	75 dk
Lovro Majer	1 (81')	0	0	0	63'	Sonradan	27 dk
Luka Modrić	0	1	0	0	İlk 11	Maç Sonu	90 dk
Ivan Perišić	0	1	0	0	İlk 11	70'	70 dk
Joško Gvardiol	0	0	1 (51')	0	İlk 11	Maç Sonu	90 dk
Marcelo Brozović	0	0	1 (68')	0	İlk 11	Maç Sonu	90 dk
Dominik Livaković (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Josip Stanišić	0	0	0	0	İlk 11	Maç Sonu	90 dk
Josip Šutalo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Marin Pongračić	0	0	0	0	İlk 11	83'	83 dk
Mateo Kovačić	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ante Budimir	0	0	0	0	İlk 11	63'	63 dk
Mario Pašalić	0	0	0	0	63'	Sonradan	27 dk
Bruno Petković	0	0	0	0	63'	Sonradan	27 dk
Borna Sosa	0	0	0	0	70'	Sonradan	20 dk
Marco Pašalić	0	0	0	0	75'	Sonradan	15 dk
Martin Erlić	0	0	0	0	83'	Sonradan	7 dk

2. MAÇ: Gana 1 - 0 Panama (18 Haziran 2026)
🇬🇭 Gana İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Mohammed Kudus	1 (52')	0	0	0	İlk 11	Maç Sonu	90 dk
Ernest Nuamah	0	1	0	0	İlk 11	74'	74 dk
Thomas Partey	0	0	1 (39')	0	İlk 11	Maç Sonu	90 dk
Alidu Seidu	0	0	1 (71')	0	İlk 11	Maç Sonu	90 dk
Lawrence Ati-Zigi (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Tariq Lamptey	0	0	0	0	İlk 11	82'	82 dk
Daniel Amartey	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohammed Salisu	0	0	0	0	İlk 11	Maç Sonu	90 dk
Gideon Mensah	0	0	0	0	İlk 11	Maç Sonu	90 dk
Sali Abdul Samed	0	0	0	0	İlk 11	65'	65 dk
Iñaki Williams	0	0	0	0	İlk 11	82'	82 dk
Jordan Ayew	0	0	0	0	İlk 11	65'	65 dk
Elisha Owusu	0	0	0	0	65'	Sonradan	25 dk
Antoine Semenyo	0	0	0	0	65'	Sonradan	25 dk
Osman Bukari	0	0	0	0	74'	Sonradan	16 dk
Denis Odoi	0	0	0	0	82'	Sonradan	8 dk
Kamaldeen Sulemana	0	0	0	0	82'	Sonradan	8 dk
🇵🇦 Panama İstatistikleri
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Adalberto Carrasquilla	0	0	1 (62')	0	İlk 11	Maç Sonu	90 dk
Orlando Mosquera (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Michael Murillo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Fidel Escobar	0	0	0	0	İlk 11	Maç Sonu	90 dk
José Córdoba	0	0	0	0	İlk 11	80'	80 dk
Andrés Andrade	0	0	0	0	İlk 11	Maç Sonu	90 dk
Eric Davis	0	0	0	0	İlk 11	73'	73 dk
Aníbal Godoy	0	0	0	0	İlk 11	68'	68 dk
Édgar Bárcenas	0	0	0	0	İlk 11	Maç Sonu	90 dk
José Luis Rodríguez	0	0	0	0	İlk 11	68'	68 dk
Cecilio Waterman	0	0	0	0	İlk 11	58'	58 dk
José Fajardo	0	0	0	0	58'	Sonradan	32 dk
Christian Martínez	0	0	0	0	68'	Sonradan	22 dk
Ismael Díaz	0	0	0	0	68'	Sonradan	22 dk
César Blackman	0	0	0	0	73'	Sonradan	17 dk
Eduardo Guerrero	0	0	0	0	80'	Sonradan	10 dk
