3. MAÇ: Çekya 1 - 1 Güney Afrika (18 Haziran 2026)							
🇨🇿 Çekya İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Thomas Partey	0	0	1 (35')	0	İlk 11	Maç Sonu	90 dk
Alidu Seidu	0	0	1 (82')	0	İlk 11	Maç Sonu	90 dk
Lawrence Ati-Zigi (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Tariq Lamptey	0	0	0	0	İlk 11	Maç Sonu	90 dk
Daniel Amartey	0	0	0	0	İlk 11	Maç Sonu	90 dk
Mohammed Salisu	0	0	0	0	İlk 11	78'	78 dk
Gideon Mensah	0	0	0	0	İlk 11	Maç Sonu	90 dk
Sali Abdul Samed	0	0	0	0	İlk 11	61'	61 dk
Mohammed Kudus	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ernest Nuamah	0	0	0	0	İlk 11	61'	61 dk
Iñaki Williams	0	0	0	0	İlk 11	70'	70 dk
Elisha Owusu	0	0	0	0	61'	Sonradan	29 dk
Jordan Ayew	0	0	0	0	61'	Sonradan	29 dk
Antoine Semenyo	0	0	0	0	70'	Sonradan	20 dk
Alexander Djiku	0	0	0	0	78'	Sonradan	12 dk
							
4. MAÇ: Panama 0 - 1 Hırvatistan							
🇵🇦 Panama İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Aníbal Godoy	0	0	1 (54')	0	İlk 11	Maç Sonu	90 dk
José Córdoba	0	0	1 (79')	0	İlk 11	Maç Sonu	90 dk
Orlando Mosquera (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Michael Murillo	0	0	0	0	İlk 11	75'	75 dk
Fidel Escobar	0	0	0	0	İlk 11	Maç Sonu	90 dk
Andrés Andrade	0	0	0	0	İlk 11	Maç Sonu	90 dk
Eric Davis	0	0	0	0	İlk 11	Maç Sonu	90 dk
Adalberto Carrasquilla	0	0	0	0	İlk 11	68'	68 dk
Édgar Bárcenas	0	0	0	0	İlk 11	68'	68 dk
José Luis Rodríguez	0	0	0	0	İlk 11	Maç Sonu	90 dk
Cecilio Waterman	0	0	0	0	İlk 11	58'	58 dk
José Fajardo	0	0	0	0	58'	Sonradan	32 dk
Christian Martínez	0	0	0	0	68'	Sonradan	22 dk
Ismael Díaz	0	0	0	0	68'	Sonradan	22 dk
César Blackman	0	0	0	0	75'	Sonradan	15 dk
🇭🇷 Hırvatistan İstatistikleri							
Oyuncu Adı	Gol	Asist	Sarı Kart	Kırmızı Kart	Giriş Dk	Çıkış Dk	Süre
Lovro Majer	1 (58')	0	0	0	İlk 11	73'	73 dk
Luka Modrić	0	1	0	0	İlk 11	Maç Sonu	90 dk
Mateo Kovačić	0	0	1 (38')	0	İlk 11	Maç Sonu	90 dk
Dominik Livaković (GK)	0	0	0	0	İlk 11	Maç Sonu	90 dk
Josip Stanišić	0	0	0	0	İlk 11	Maç Sonu	90 dk
Josip Šutalo	0	0	0	0	İlk 11	Maç Sonu	90 dk
Marin Pongračić	0	0	0	0	İlk 11	Maç Sonu	90 dk
Joško Gvardiol	0	0	0	0	İlk 11	80'	80 dk
Marcelo Brozović	0	0	0	0	İlk 11	Maç Sonu	90 dk
Ivan Perişić	0	0	0	0	İlk 11	65'	65 dk
Andrej Kramarić	0	0	0	0	İlk 11	65'	65 dk
Mario Pašalić	0	0	0	0	65'	Sonradan	25 dk
Ante Budimir	0	0	0	0	65'	Sonradan	25 dk
Luka Sučić	0	0	0	0	73'	Sonradan	17 dk
Borna Sosa	0	0	0	0	80'	Sonradan	10 dk
